date,source,campaign,geo,tier,impressions,clicks,ctr,spend,cpc,registrations,ftd,c2r,r2d,ngr,cpa,roi_pct,fraud_clicks,fraud_regs,suspicious_ftd,approval_rate
2024-01-02,Facebook,FB_Casino_CreativeA,NG,T3,40631,1949,0.048,33.46,0.017,121,30,0.0621,0.2479,686.28,1.12,1951.0,58,1,0,0.968
2024-01-02,Facebook,FB_Casino_CreativeA,CA,T1,30173,1029,0.0341,274.48,0.267,75,15,0.0729,0.2,1268.33,18.3,362.1,35,0,0,0.973
2024-01-02,Facebook,FB_Sports_Banner,AU,T1,28395,1483,0.0522,235.27,0.159,103,28,0.0695,0.2718,2045.4,8.4,769.4,44,1,0,0.973
2024-01-02,Facebook,FB_Slots_Video,IN,T3,12029,478,0.0397,14.32,0.03,56,16,0.1172,0.2857,196.68,0.9,1273.5,8,0,0,0.968
2024-01-02,Google_Search,GG_Slots_KW_Generic,DE,T1,8946,375,0.0419,259.38,0.692,64,19,0.1707,0.2969,1947.39,13.65,650.8,3,0,0,0.989
2024-01-02,Google_Search,GG_Casino_KW_Brand,BR,T2,17973,939,0.0522,166.41,0.177,123,42,0.131,0.3415,1743.23,3.96,947.6,10,0,0,0.99
2024-01-02,Google_Search,GG_Casino_KW_Brand,PL,T2,25643,952,0.0371,259.16,0.272,166,41,0.1744,0.247,2502.77,6.32,865.7,11,0,0,0.991
2024-01-02,Google_Search,GG_Casino_KW_Brand,NG,T3,24645,1046,0.0424,63.09,0.06,112,21,0.1071,0.1875,51.69,3.0,-18.1,13,0,0,0.99
2024-01-02,Google_Search,GG_Sports_Betting,CA,T1,14448,490,0.0339,328.88,0.671,80,17,0.1633,0.2125,1688.04,19.35,413.3,4,0,0,0.992
2024-01-02,Google_Search,GG_Casino_KW_Brand,AU,T1,12271,147,0.012,305.18,2.076,21,8,0.1429,0.381,868.99,38.15,184.7,1,0,0,0.991
2024-01-02,Google_Search,GG_Slots_KW_Generic,IN,T3,26467,862,0.0326,88.76,0.103,169,45,0.1961,0.2663,819.95,1.97,823.8,4,0,0,0.99
2024-01-02,Push_Network,Push_Casino_Retarget,DE,T1,17064,353,0.0207,28.5,0.081,18,2,0.051,0.1111,63.96,14.25,124.4,68,1,0,0.863
2024-01-02,Push_Network,Push_iGaming_Broad,BR,T2,13538,270,0.0199,7.67,0.028,13,1,0.0481,0.0769,23.28,7.67,203.5,55,0,0,0.872
2024-01-02,Push_Network,Push_iGaming_Broad,PL,T2,56198,1488,0.0265,44.02,0.03,54,8,0.0363,0.1481,138.74,5.5,215.2,137,2,0,0.87
2024-01-02,Push_Network,Push_iGaming_Broad,NG,T3,44627,963,0.0216,8.14,0.008,38,5,0.0395,0.1316,81.29,1.63,898.6,89,2,0,0.879
2024-01-02,Push_Network,Push_Casino_Retarget,CA,T1,29679,623,0.021,52.59,0.084,31,2,0.0498,0.0645,82.24,26.3,56.4,84,1,0,0.868
2024-01-02,Push_Network,Push_iGaming_Broad,AU,T1,28937,432,0.0149,41.81,0.097,15,1,0.0347,0.0667,25.9,41.81,-38.1,75,0,0,0.868
2024-01-02,Push_Network,Push_Casino_Retarget,IN,T3,26953,535,0.0198,7.13,0.013,17,2,0.0318,0.1176,4.0,3.56,-43.9,88,0,0,0.84
2024-01-02,Native_Ads,Native_Bonus_Landing,DE,T1,17370,490,0.0282,89.21,0.182,41,5,0.0837,0.122,335.59,17.84,276.2,20,0,0,0.936
2024-01-02,Native_Ads,Native_Review_Article,BR,T2,30491,585,0.0192,54.33,0.093,32,7,0.0547,0.2188,167.48,7.76,208.3,36,0,0,0.949
2024-01-02,Native_Ads,Native_Review_Article,PL,T2,19345,490,0.0253,46.84,0.096,30,6,0.0612,0.2,177.45,7.81,278.8,18,0,0,0.95
2024-01-02,Native_Ads,Native_Review_Article,NG,T3,35424,1072,0.0303,15.31,0.014,73,14,0.0681,0.1918,138.51,1.09,804.7,36,1,0,0.949
2024-01-02,Native_Ads,Native_Bonus_Landing,CA,T1,42508,591,0.0139,218.39,0.37,47,7,0.0795,0.1489,437.24,31.2,100.2,31,0,0,0.929
2024-01-02,Native_Ads,Native_Bonus_Landing,AU,T1,7303,127,0.0174,29.96,0.236,7,1,0.0551,0.1429,60.0,29.96,100.3,8,0,0,0.94
2024-01-02,Native_Ads,Native_Review_Article,IN,T3,15122,346,0.0229,12.37,0.036,37,7,0.1069,0.1892,71.56,1.77,478.5,18,0,0,0.949
2024-01-02,TikTok,TT_Sports_Short,DE,T1,8699,187,0.0215,55.88,0.299,12,1,0.0642,0.0833,54.38,55.88,-2.7,19,0,0,0.936
2024-01-02,TikTok,TT_Casino_UGC,BR,T2,23703,494,0.0208,46.16,0.093,25,3,0.0506,0.12,61.56,15.39,33.4,34,0,0,0.932
2024-01-02,TikTok,TT_Casino_UGC,PL,T2,20248,272,0.0134,57.43,0.211,20,3,0.0735,0.15,70.45,19.14,22.7,24,0,0,0.908
2024-01-02,TikTok,TT_Sports_Short,NG,T3,23255,228,0.0098,11.91,0.052,11,2,0.0482,0.1818,5.56,5.96,-53.3,9,0,0,0.925
2024-01-02,TikTok,TT_Sports_Short,CA,T1,15944,488,0.0306,105.58,0.216,22,4,0.0451,0.1818,209.8,26.39,98.7,36,0,0,0.909
2024-01-02,TikTok,TT_Casino_UGC,AU,T1,9188,271,0.0295,50.35,0.186,18,2,0.0664,0.1111,110.38,25.18,119.2,14,0,0,0.908
2024-01-02,TikTok,TT_Sports_Short,IN,T3,42410,1203,0.0284,32.74,0.027,64,9,0.0532,0.1406,18.0,3.64,-45.0,113,1,0,0.929
2024-01-02,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,22620,437,0.0193,0.0,,94,30,0.2151,0.3191,3621.22,,,6,0,0,0.976
2024-01-02,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,30282,382,0.0126,0.0,,92,29,0.2408,0.3152,1315.86,,,7,0,0,0.976
2024-01-02,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,12687,238,0.0188,0.0,,50,16,0.2101,0.32,1115.79,,,6,0,0,0.977
2024-01-02,Affiliate_SEO,SEO_BonusGuide_BR,NG,T3,4128,95,0.023,0.0,,18,6,0.1895,0.3333,142.42,,,2,0,0,0.979
2024-01-02,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,24500,373,0.0152,0.0,,77,16,0.2064,0.2078,1876.19,,,4,0,0,0.978
2024-01-02,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,74769,2051,0.0274,0.0,,470,148,0.2292,0.3149,17630.3,,,54,3,0,0.98
2024-01-02,Affiliate_SEO,SEO_CasinoReview_DE,IN,T3,9133,61,0.0067,0.0,,17,4,0.2787,0.2353,78.13,,,0,0,0,0.978
2024-01-03,Facebook,FB_Slots_Video,DE,T1,15393,558,0.0363,149.51,0.268,51,12,0.0914,0.2353,1004.68,12.46,572.0,23,0,0,0.97
2024-01-03,Facebook,FB_Casino_CreativeA,BR,T2,19855,496,0.025,57.45,0.116,50,14,0.1008,0.28,367.5,4.1,539.7,18,0,0,0.976
2024-01-03,Facebook,FB_Casino_CreativeA,PL,T2,43886,1098,0.025,181.15,0.165,84,17,0.0765,0.2024,458.83,10.66,153.3,17,0,0,0.966
2024-01-03,Facebook,FB_Slots_Video,NG,T3,5990,219,0.0366,5.97,0.027,21,5,0.0959,0.2381,105.43,1.19,1666.0,8,0,0,0.965
2024-01-03,Facebook,FB_Sports_Banner,CA,T1,31104,452,0.0145,248.68,0.55,34,6,0.0752,0.1765,398.56,41.45,60.3,6,0,0,0.973
2024-01-03,Facebook,FB_Casino_CreativeA,AU,T1,12098,378,0.0312,110.04,0.291,37,10,0.0979,0.2703,707.88,11.0,543.3,14,0,0,0.971
2024-01-03,Facebook,FB_Casino_CreativeA,IN,T3,35781,1482,0.0414,45.36,0.031,134,26,0.0904,0.194,52.0,1.74,14.6,63,1,0,0.967
2024-01-03,Google_Search,GG_Slots_KW_Generic,DE,T1,42609,1493,0.035,1282.48,0.859,194,66,0.1299,0.3402,7078.94,19.43,452.0,10,0,0,0.99
2024-01-03,Google_Search,GG_Sports_Betting,BR,T2,30570,694,0.0227,242.38,0.349,99,31,0.1427,0.3131,1625.2,7.82,570.5,8,0,0,0.99
2024-01-03,Google_Search,GG_Casino_KW_Brand,PL,T2,22879,936,0.0409,271.04,0.29,153,34,0.1635,0.2222,1981.74,7.97,631.2,9,0,0,0.988
2024-01-03,Google_Search,GG_Slots_KW_Generic,NG,T3,16218,580,0.0358,36.7,0.063,58,9,0.1,0.1552,170.36,4.08,364.2,4,0,0,0.991
2024-01-03,Google_Search,GG_Sports_Betting,CA,T1,33640,1290,0.0383,889.2,0.689,216,91,0.1674,0.4213,8074.49,9.77,808.1,8,0,0,0.989
2024-01-03,Google_Search,GG_Slots_KW_Generic,AU,T1,14320,418,0.0292,338.3,0.809,69,21,0.1651,0.3043,1982.2,16.11,485.9,5,0,0,0.99
2024-01-03,Google_Search,GG_Casino_KW_Brand,IN,T3,29684,779,0.0262,99.55,0.128,137,42,0.1759,0.3066,955.89,2.37,860.2,6,0,0,0.989
2024-01-03,Push_Network,Push_iGaming_Broad,DE,T1,53337,909,0.017,96.15,0.106,26,2,0.0286,0.0769,79.26,48.08,-17.6,181,0,0,0.876
2024-01-03,Push_Network,Push_iGaming_Broad,BR,T2,28988,476,0.0164,17.28,0.036,19,3,0.0399,0.1579,26.26,5.76,52.0,78,0,0,0.879
2024-01-03,Push_Network,Push_iGaming_Broad,PL,T2,43076,965,0.0224,28.92,0.03,30,2,0.0311,0.0667,39.58,14.46,36.9,162,1,0,0.841
2024-01-03,Push_Network,Push_Casino_Retarget,NG,T3,27103,617,0.0228,4.6,0.007,24,3,0.0389,0.125,6.0,1.53,30.4,56,1,0,0.836
2024-01-03,Push_Network,Push_Casino_Retarget,CA,T1,14709,281,0.0191,22.51,0.08,13,1,0.0463,0.0769,34.66,22.51,54.0,27,0,0,0.877
2024-01-03,Push_Network,Push_iGaming_Broad,AU,T1,34464,558,0.0162,56.12,0.101,23,3,0.0412,0.1304,92.79,18.71,65.3,105,0,0,0.884
2024-01-03,Push_Network,Push_iGaming_Broad,IN,T3,15838,249,0.0157,3.31,0.013,6,0,0.0241,0.0,0.0,,-100.0,45,0,0,0.875
2024-01-03,Native_Ads,Native_Review_Article,DE,T1,17476,268,0.0153,85.44,0.319,13,2,0.0485,0.1538,135.13,42.72,58.2,11,0,0,0.944
2024-01-03,Native_Ads,Native_Review_Article,BR,T2,43304,939,0.0217,71.29,0.076,68,10,0.0724,0.1471,155.64,7.13,118.3,63,0,0,0.95
2024-01-03,Native_Ads,Native_Bonus_Landing,PL,T2,32956,603,0.0183,75.0,0.124,49,9,0.0813,0.1837,192.83,8.33,157.1,44,0,0,0.932
2024-01-03,Native_Ads,Native_Review_Article,NG,T3,49661,625,0.0126,24.75,0.04,49,5,0.0784,0.102,81.22,4.95,228.2,43,0,0,0.948
2024-01-03,Native_Ads,Native_Review_Article,CA,T1,20021,267,0.0133,114.22,0.428,19,4,0.0712,0.2105,232.47,28.55,103.5,13,0,0,0.932
2024-01-03,Native_Ads,Native_Review_Article,AU,T1,18392,427,0.0232,79.98,0.187,31,6,0.0726,0.1935,428.99,13.33,436.4,16,0,0,0.95
2024-01-03,Native_Ads,Native_Bonus_Landing,IN,T3,34371,562,0.0164,25.52,0.045,42,3,0.0747,0.0714,23.01,8.51,-9.8,36,1,0,0.942
2024-01-03,TikTok,TT_Casino_UGC,DE,T1,7590,152,0.02,51.82,0.341,10,1,0.0658,0.1,47.24,51.82,-8.8,6,0,0,0.909
2024-01-03,TikTok,TT_Casino_UGC,BR,T2,18944,314,0.0166,34.41,0.11,20,2,0.0637,0.1,47.56,17.2,38.2,16,0,0,0.923
2024-01-03,TikTok,TT_Casino_UGC,PL,T2,32113,426,0.0133,93.8,0.22,29,4,0.0681,0.1379,72.85,23.45,-22.3,17,0,0,0.911
2024-01-03,TikTok,TT_Sports_Short,NG,T3,24292,715,0.0294,13.55,0.019,51,9,0.0713,0.1765,27.2,1.51,100.7,82,1,0,0.927
2024-01-03,TikTok,TT_Casino_UGC,CA,T1,20025,268,0.0134,104.36,0.389,17,2,0.0634,0.1176,96.65,52.18,-7.4,21,0,0,0.915
2024-01-03,TikTok,TT_Casino_UGC,AU,T1,13705,417,0.0304,79.94,0.192,29,4,0.0695,0.1379,209.67,19.98,162.3,25,0,0,0.925
2024-01-03,TikTok,TT_Sports_Short,IN,T3,16561,324,0.0196,15.05,0.046,12,2,0.037,0.1667,4.0,7.53,-73.4,24,0,0,0.919
2024-01-03,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,49009,1348,0.0275,0.0,,409,166,0.3034,0.4059,20093.29,,,22,1,0,0.978
2024-01-03,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,5874,117,0.0199,0.0,,22,4,0.188,0.1818,163.27,,,2,0,0,0.979
2024-01-03,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,7411,88,0.0119,0.0,,25,7,0.2841,0.28,512.46,,,1,0,0,0.977
2024-01-03,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,3642,94,0.0258,0.0,,19,8,0.2021,0.4211,169.5,,,1,0,0,0.983
2024-01-03,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,77121,692,0.009,0.0,,128,55,0.185,0.4297,6447.83,,,9,1,0,0.977
2024-01-03,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,27814,753,0.0271,0.0,,204,69,0.2709,0.3382,7913.43,,,7,0,0,0.979
2024-01-03,Affiliate_SEO,SEO_BonusGuide_BR,IN,T3,8672,131,0.0151,0.0,,36,11,0.2748,0.3056,428.77,,,1,0,0,0.981
2024-01-04,Facebook,FB_Sports_Banner,DE,T1,13501,408,0.0302,152.48,0.374,35,8,0.0858,0.2286,498.43,19.06,226.9,8,0,0,0.971
2024-01-04,Facebook,FB_Casino_CreativeA,BR,T2,24010,938,0.0391,82.75,0.088,125,26,0.1333,0.208,402.81,3.18,386.8,23,0,0,0.974
2024-01-04,Facebook,FB_Casino_CreativeA,PL,T2,27357,1000,0.0366,120.22,0.12,88,22,0.088,0.25,416.72,5.46,246.6,32,1,0,0.97
2024-01-04,Facebook,FB_Sports_Banner,NG,T3,22604,895,0.0396,19.82,0.022,58,15,0.0648,0.2586,300.35,1.32,1415.4,18,0,0,0.967
2024-01-04,Facebook,FB_Slots_Video,CA,T1,22234,569,0.0256,220.47,0.387,68,22,0.1195,0.3235,1670.24,10.02,657.6,24,0,0,0.975
2024-01-04,Facebook,FB_Sports_Banner,AU,T1,17024,610,0.0358,128.02,0.21,60,11,0.0984,0.1833,900.62,11.64,603.5,16,0,0,0.974
2024-01-04,Facebook,FB_Slots_Video,IN,T3,9404,366,0.0389,14.52,0.04,29,8,0.0792,0.2759,55.89,1.81,284.9,10,0,0,0.966
2024-01-04,Google_Search,GG_Slots_KW_Generic,DE,T1,43653,1119,0.0256,1025.56,0.916,79,21,0.0706,0.2658,2373.64,48.84,131.4,12,0,0,0.99
2024-01-04,Google_Search,GG_Casino_KW_Brand,BR,T2,30341,1091,0.036,238.47,0.219,159,35,0.1457,0.2201,1434.07,6.81,501.4,11,0,0,0.988
2024-01-04,Google_Search,GG_Casino_KW_Brand,PL,T2,17379,557,0.0321,173.96,0.312,83,30,0.149,0.3614,1268.16,5.8,629.0,7,0,0,0.99
2024-01-04,Google_Search,GG_Casino_KW_Brand,NG,T3,15300,436,0.0285,32.41,0.074,50,15,0.1147,0.3,245.53,2.16,657.6,3,0,0,0.989
2024-01-04,Google_Search,GG_Slots_KW_Generic,CA,T1,29590,1229,0.0415,805.13,0.655,168,54,0.1367,0.3214,4968.11,14.91,517.1,15,0,0,0.989
2024-01-04,Google_Search,GG_Casino_KW_Brand,AU,T1,33826,959,0.0284,761.52,0.794,85,26,0.0886,0.3059,2643.65,29.29,247.2,8,0,0,0.99
2024-01-04,Google_Search,GG_Sports_Betting,IN,T3,22221,829,0.0373,88.58,0.107,110,23,0.1327,0.2091,326.51,3.85,268.6,10,0,0,0.992
2024-01-04,Push_Network,Push_Casino_Retarget,DE,T1,22983,540,0.0235,45.98,0.085,19,2,0.0352,0.1053,64.15,22.99,39.5,38,0,0,0.836
2024-01-04,Push_Network,Push_Casino_Retarget,BR,T2,14384,161,0.0112,7.53,0.047,7,0,0.0435,0.0,0.0,,-100.0,15,0,0,0.843
2024-01-04,Push_Network,Push_Casino_Retarget,PL,T2,14270,200,0.014,11.01,0.055,8,0,0.04,0.0,0.0,,-100.0,24,0,0,0.873
2024-01-04,Push_Network,Push_iGaming_Broad,NG,T3,20597,462,0.0224,3.75,0.008,20,2,0.0433,0.1,16.06,1.88,328.3,39,1,0,0.845
2024-01-04,Push_Network,Push_iGaming_Broad,CA,T1,10529,285,0.0271,15.29,0.054,12,1,0.0421,0.0833,27.77,15.29,81.6,32,0,0,0.88
2024-01-04,Push_Network,Push_Casino_Retarget,AU,T1,26632,488,0.0183,39.05,0.08,18,1,0.0369,0.0556,23.0,39.05,-41.1,78,0,0,0.868
2024-01-04,Push_Network,Push_Casino_Retarget,IN,T3,28762,484,0.0168,6.84,0.014,21,3,0.0434,0.1429,6.0,2.28,-12.3,35,1,0,0.885
2024-01-04,Native_Ads,Native_Review_Article,DE,T1,19976,335,0.0168,98.24,0.293,22,3,0.0657,0.1364,197.24,32.75,100.8,16,0,0,0.929
2024-01-04,Native_Ads,Native_Bonus_Landing,BR,T2,23409,272,0.0116,41.63,0.153,19,2,0.0699,0.1053,26.15,20.82,-37.2,20,0,0,0.934
2024-01-04,Native_Ads,Native_Review_Article,PL,T2,19532,194,0.0099,38.01,0.196,15,2,0.0773,0.1333,63.04,19.0,65.9,9,0,0,0.94
2024-01-04,Native_Ads,Native_Review_Article,NG,T3,19409,468,0.0241,9.91,0.021,36,6,0.0769,0.1667,12.0,1.65,21.1,37,0,0,0.929
2024-01-04,Native_Ads,Native_Review_Article,CA,T1,16694,528,0.0316,81.01,0.153,31,7,0.0587,0.2258,371.97,11.57,359.2,39,0,0,0.945
2024-01-04,Native_Ads,Native_Bonus_Landing,AU,T1,18523,191,0.0103,93.46,0.489,12,2,0.0628,0.1667,136.7,46.73,46.3,12,0,0,0.938
2024-01-04,Native_Ads,Native_Bonus_Landing,IN,T3,32222,284,0.0088,27.61,0.097,23,4,0.081,0.1739,52.96,6.9,91.8,23,0,0,0.932
2024-01-04,TikTok,TT_Sports_Short,DE,T1,28819,650,0.0226,181.08,0.279,36,4,0.0554,0.1111,205.38,45.27,13.4,53,0,0,0.929
2024-01-04,TikTok,TT_Casino_UGC,BR,T2,24178,568,0.0235,53.32,0.094,33,5,0.0581,0.1515,95.68,10.66,79.4,46,0,0,0.913
2024-01-04,TikTok,TT_Casino_UGC,PL,T2,26194,578,0.0221,68.17,0.118,35,5,0.0606,0.1429,124.33,13.63,82.4,58,0,0,0.915
2024-01-04,TikTok,TT_Casino_UGC,NG,T3,7777,131,0.0168,4.24,0.032,8,1,0.0611,0.125,2.0,4.24,-52.8,12,0,0,0.918
2024-01-04,TikTok,TT_Sports_Short,CA,T1,19983,152,0.0076,135.1,0.889,9,0,0.0592,0.0,0.0,,-100.0,17,0,0,0.912
2024-01-04,TikTok,TT_Casino_UGC,AU,T1,72793,1620,0.0223,413.06,0.255,95,10,0.0586,0.1053,372.5,41.31,-9.8,78,3,0,0.93
2024-01-04,TikTok,TT_Sports_Short,IN,T3,16713,148,0.0089,15.39,0.104,10,1,0.0676,0.1,5.79,15.39,-62.4,10,0,0,0.905
2024-01-04,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,47559,1197,0.0252,0.0,,188,50,0.1571,0.266,5003.26,,,30,0,0,0.977
2024-01-04,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,18528,327,0.0176,0.0,,56,25,0.1713,0.4464,1132.86,,,5,0,0,0.977
2024-01-04,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,8350,160,0.0192,0.0,,41,14,0.2562,0.3415,883.79,,,3,0,0,0.981
