player_id,source,geo,deposit_date,deposit_num,amount,is_ftd,days_since_ftd
P0036931,Facebook,CA,2024-02-23,1,39.84,1,0
P0064602,Google_Search,CA,2024-04-03,1,78.79,1,0
P0064602,Google_Search,CA,2024-04-10,2,59.86,0,7
P0094998,Google_Search,PL,2024-05-10,1,90.49,1,0
P0094998,Google_Search,PL,2024-05-14,2,44.48,0,4
P0094998,Google_Search,PL,2024-05-24,3,28.28,0,14
P0068504,Affiliate_SEO,DE,2024-04-09,1,127.24,1,0
P0068504,Affiliate_SEO,DE,2024-04-19,2,348.91,0,10
P0117624,Facebook,IN,2024-06-10,1,7.71,1,0
P0020798,Google_Search,BR,2024-02-02,1,24.51,1,0
P0006805,Google_Search,BR,2024-01-17,1,41.41,1,0
P0004569,Google_Search,IN,2024-01-08,1,7.17,1,0
P0081032,Google_Search,AU,2024-04-25,1,132.11,1,0
P0081032,Google_Search,AU,2024-04-27,2,46.39,0,2
P0069862,Affiliate_SEO,CA,2024-04-10,1,74.2,1,0
P0069862,Affiliate_SEO,CA,2024-04-26,2,56.61,0,16
P0006570,Affiliate_SEO,AU,2024-01-09,1,112.02,1,0
P0006570,Affiliate_SEO,AU,2024-01-10,2,35.82,0,1
P0006570,Affiliate_SEO,AU,2024-01-11,3,48.79,0,2
P0057217,Google_Search,IN,2024-03-22,1,30.01,1,0
P0057217,Google_Search,IN,2024-04-02,2,10.77,0,11
P0057217,Google_Search,IN,2024-04-09,3,15.16,0,18
P0057217,Google_Search,IN,2024-04-10,4,15.55,0,19
P0050265,Google_Search,DE,2024-03-11,1,209.12,1,0
P0050265,Google_Search,DE,2024-03-16,2,55.78,0,5
P0050265,Google_Search,DE,2024-03-17,3,66.01,0,6
P0050265,Google_Search,DE,2024-03-20,4,87.4,0,9
P0020901,Google_Search,NG,2024-02-02,1,9.44,1,0
P0110545,Google_Search,PL,2024-06-02,1,47.21,1,0
P0011893,Google_Search,DE,2024-01-21,1,82.46,1,0
P0083666,Affiliate_SEO,DE,2024-04-27,1,76.15,1,0
P0086669,Google_Search,DE,2024-04-30,1,131.16,1,0
P0015339,Affiliate_SEO,AU,2024-01-26,1,61.66,1,0
P0060628,Google_Search,BR,2024-03-27,1,70.29,1,0
P0060628,Google_Search,BR,2024-03-29,2,32.39,0,2
P0060628,Google_Search,BR,2024-04-03,3,18.84,0,7
P0060628,Google_Search,BR,2024-04-27,4,54.17,0,31
P0107242,Facebook,BR,2024-05-26,1,30.05,1,0
P0107242,Facebook,BR,2024-05-28,2,12.15,0,2
P0107242,Facebook,BR,2024-05-30,3,28.46,0,4
P0107242,Facebook,BR,2024-05-31,4,29.59,0,5
P0036577,Native_Ads,NG,2024-02-24,1,14.49,1,0
P0132395,Google_Search,NG,2024-07-01,1,9.78,1,0
P0043709,Google_Search,CA,2024-03-05,1,55.9,1,0
P0043709,Google_Search,CA,2024-03-06,2,218.14,0,1
P0043709,Google_Search,CA,2024-03-07,3,83.9,0,2
P0043709,Google_Search,CA,2024-03-08,4,71.76,0,3
P0057085,Google_Search,AU,2024-03-25,1,136.31,1,0
P0057085,Google_Search,AU,2024-04-04,2,100.21,0,10
P0088633,Facebook,DE,2024-05-04,1,171.78,1,0
P0111541,Push_Network,DE,2024-06-01,1,90.27,1,0
P0090852,Affiliate_SEO,AU,2024-05-07,1,97.01,1,0
P0090852,Affiliate_SEO,AU,2024-05-12,2,46.62,0,5
P0130863,Facebook,AU,2024-07-02,1,63.64,1,0
P0008689,Facebook,PL,2024-01-15,1,28.35,1,0
P0008689,Facebook,PL,2024-01-17,2,81.47,0,2
P0050328,Google_Search,BR,2024-03-12,1,32.19,1,0
P0060451,Facebook,BR,2024-03-26,1,31.7,1,0
P0133481,Affiliate_SEO,PL,2024-07-03,1,70.77,1,0
P0106182,Affiliate_SEO,DE,2024-05-25,1,104.62,1,0
P0106182,Affiliate_SEO,DE,2024-05-26,2,113.34,0,1
P0118746,TikTok,CA,2024-06-14,1,86.81,1,0
P0028428,Google_Search,AU,2024-02-13,1,214.35,1,0
P0112276,Affiliate_SEO,DE,2024-06-04,1,114.79,1,0
P0112276,Affiliate_SEO,DE,2024-06-05,2,53.78,0,1
P0112276,Affiliate_SEO,DE,2024-06-23,3,66.18,0,19
P0116467,Google_Search,BR,2024-06-10,1,31.04,1,0
P0034900,Google_Search,CA,2024-02-20,1,56.18,1,0
P0034900,Google_Search,CA,2024-03-02,2,133.01,0,11
P0099671,TikTok,IN,2024-05-18,1,28.87,1,0
P0047335,TikTok,IN,2024-03-12,1,12.02,1,0
P0105065,Native_Ads,PL,2024-05-25,1,46.98,1,0
P0105065,Native_Ads,PL,2024-06-10,2,118.5,0,16
P0126973,Facebook,BR,2024-06-23,1,44.88,1,0
P0126973,Facebook,BR,2024-06-25,2,51.68,0,2
P0026792,Facebook,IN,2024-02-13,1,16.54,1,0
P0026792,Facebook,IN,2024-02-28,2,9.14,0,15
P0026792,Facebook,IN,2024-03-09,3,9.94,0,25
P0007463,Google_Search,BR,2024-01-12,1,22.21,1,0
P0064234,Affiliate_SEO,PL,2024-04-04,1,83.48,1,0
P0064234,Affiliate_SEO,PL,2024-04-10,2,41.96,0,6
P0064234,Affiliate_SEO,PL,2024-04-11,3,43.13,0,7
P0064234,Affiliate_SEO,PL,2024-04-12,4,27.41,0,8
P0005123,Facebook,AU,2024-01-11,1,59.77,1,0
P0033076,Facebook,DE,2024-02-20,1,91.71,1,0
P0076785,Google_Search,NG,2024-04-21,1,9.81,1,0
P0076785,Google_Search,NG,2024-04-28,2,15.03,0,7
P0101912,Push_Network,CA,2024-05-19,1,50.45,1,0
P0096736,TikTok,IN,2024-05-17,1,8.27,1,0
P0034917,Google_Search,CA,2024-02-25,1,41.77,1,0
P0034917,Google_Search,CA,2024-03-03,2,46.86,0,7
P0070620,Facebook,IN,2024-04-11,1,20.58,1,0
P0070620,Facebook,IN,2024-04-18,2,9.14,0,7
P0077501,Facebook,BR,2024-04-23,1,16.03,1,0
P0029870,Facebook,PL,2024-02-15,1,28.02,1,0
P0045809,Facebook,CA,2024-03-09,1,49.9,1,0
P0074732,TikTok,CA,2024-04-16,1,121.27,1,0
P0074732,TikTok,CA,2024-04-19,2,76.88,0,3
P0074732,TikTok,CA,2024-05-04,3,124.08,0,18
P0022649,Affiliate_SEO,DE,2024-02-01,1,72.39,1,0
P0022649,Affiliate_SEO,DE,2024-02-07,2,97.45,0,6
P0101138,Push_Network,BR,2024-05-21,1,24.27,1,0
P0099580,Push_Network,NG,2024-05-21,1,10.87,1,0
P0048707,Google_Search,CA,2024-03-11,1,179.35,1,0
P0048707,Google_Search,CA,2024-03-13,2,73.37,0,2
P0030713,Google_Search,AU,2024-02-14,1,52.17,1,0
P0131757,Native_Ads,NG,2024-07-03,1,6.65,1,0
P0090514,Google_Search,CA,2024-05-10,1,374.94,1,0
P0090514,Google_Search,CA,2024-05-13,2,67.69,0,3
P0090514,Google_Search,CA,2024-05-14,3,68.09,0,4
P0090514,Google_Search,CA,2024-06-06,4,100.47,0,27
P0006764,Facebook,AU,2024-01-11,1,42.05,1,0
P0006764,Facebook,AU,2024-01-24,2,47.96,0,13
P0006764,Facebook,AU,2024-02-06,3,35.5,0,26
P0006764,Facebook,AU,2024-02-08,4,77.3,0,28
P0006185,Google_Search,AU,2024-01-15,1,47.37,1,0
P0006185,Google_Search,AU,2024-01-23,2,40.08,0,8
P0006185,Google_Search,AU,2024-01-28,3,77.89,0,13
P0006185,Google_Search,AU,2024-02-29,4,48.78,0,45
P0108962,Google_Search,BR,2024-06-02,1,11.62,1,0
P0017786,Google_Search,DE,2024-01-25,1,119.03,1,0
P0108032,Google_Search,PL,2024-05-31,1,67.59,1,0
P0108032,Google_Search,PL,2024-06-09,2,61.54,0,9
P0108032,Google_Search,PL,2024-06-12,3,60.73,0,12
P0007034,Google_Search,IN,2024-01-15,1,25.46,1,0
P0057878,Push_Network,CA,2024-03-27,1,26.64,1,0
P0034539,Affiliate_SEO,AU,2024-02-18,1,37.56,1,0
P0034539,Affiliate_SEO,AU,2024-03-03,2,70.96,0,14
P0034539,Affiliate_SEO,AU,2024-03-07,3,103.93,0,18
P0030330,Affiliate_SEO,BR,2024-02-14,1,24.96,1,0
P0030330,Affiliate_SEO,BR,2024-02-21,2,44.24,0,7
P0030330,Affiliate_SEO,BR,2024-03-07,3,38.61,0,22
P0117816,Google_Search,AU,2024-06-14,1,56.97,1,0
P0041363,Facebook,DE,2024-03-02,1,59.94,1,0
P0051241,Google_Search,AU,2024-03-16,1,86.99,1,0
P0089577,Facebook,AU,2024-05-03,1,212.75,1,0
P0122582,Google_Search,PL,2024-06-17,1,49.89,1,0
P0019722,TikTok,IN,2024-01-27,1,38.19,1,0
P0084018,Google_Search,BR,2024-04-27,1,38.22,1,0
P0084018,Google_Search,BR,2024-04-29,2,23.9,0,2
P0015246,Affiliate_SEO,BR,2024-01-22,1,21.16,1,0
P0000329,Google_Search,CA,2024-01-02,1,28.45,1,0
P0000329,Google_Search,CA,2024-01-05,2,74.65,0,3
P0000329,Google_Search,CA,2024-01-06,3,145.31,0,4
P0018184,Native_Ads,AU,2024-01-28,1,110.08,1,0
P0003201,Affiliate_SEO,DE,2024-01-06,1,37.61,1,0
P0003201,Affiliate_SEO,DE,2024-01-07,2,81.06,0,1
P0015655,Google_Search,DE,2024-01-26,1,76.99,1,0
P0004052,Affiliate_SEO,DE,2024-01-08,1,90.52,1,0
P0004052,Affiliate_SEO,DE,2024-01-13,2,141.29,0,5
P0000437,Native_Ads,PL,2024-01-06,1,31.53,1,0
P0000437,Native_Ads,PL,2024-01-11,2,54.89,0,5
P0000437,Native_Ads,PL,2024-01-13,3,28.06,0,7
P0000437,Native_Ads,PL,2024-01-17,4,55.47,0,11
P0052836,Google_Search,CA,2024-03-17,1,113.48,1,0
P0001220,Affiliate_SEO,BR,2024-01-08,1,36.33,1,0
P0131480,Facebook,AU,2024-06-28,1,90.49,1,0
P0022083,Facebook,NG,2024-02-01,1,23.28,1,0
P0022083,Facebook,NG,2024-02-04,2,9.29,0,3
P0014150,Google_Search,BR,2024-01-23,1,28.92,1,0
P0077312,Affiliate_SEO,AU,2024-04-16,1,97.95,1,0
P0077312,Affiliate_SEO,AU,2024-04-24,2,60.84,0,8
P0077118,Affiliate_SEO,CA,2024-04-15,1,36.4,1,0
P0039973,Google_Search,PL,2024-02-29,1,25.41,1,0
P0043499,Facebook,PL,2024-03-06,1,22.89,1,0
P0043499,Facebook,PL,2024-03-15,2,98.23,0,9
P0043499,Facebook,PL,2024-03-18,3,60.15,0,12
P0043499,Facebook,PL,2024-03-19,4,66.85,0,13
P0076746,Google_Search,PL,2024-04-17,1,34.11,1,0
P0103615,TikTok,AU,2024-05-23,1,143.94,1,0
P0119566,Native_Ads,IN,2024-06-15,1,6.22,1,0
P0060248,Affiliate_SEO,CA,2024-03-27,1,111.93,1,0
P0126727,Affiliate_SEO,DE,2024-06-21,1,92.14,1,0
P0126727,Affiliate_SEO,DE,2024-06-29,2,55.64,0,8
P0008396,Affiliate_SEO,DE,2024-01-15,1,34.36,1,0
P0077058,Affiliate_SEO,DE,2024-04-18,1,78.14,1,0
P0077058,Affiliate_SEO,DE,2024-04-22,2,68.28,0,4
P0041198,Affiliate_SEO,DE,2024-02-29,1,98.04,1,0
P0053119,Affiliate_SEO,PL,2024-03-18,1,47.79,1,0
P0053119,Affiliate_SEO,PL,2024-03-25,2,21.56,0,7
P0108132,Google_Search,CA,2024-05-30,1,76.34,1,0
P0106506,Facebook,AU,2024-05-26,1,57.89,1,0
P0078263,Affiliate_SEO,CA,2024-04-21,1,90.15,1,0
P0078263,Affiliate_SEO,CA,2024-04-25,2,86.39,0,4
P0065867,Facebook,NG,2024-04-04,1,13.11,1,0
P0104879,Google_Search,PL,2024-05-28,1,31.75,1,0
P0037772,Affiliate_SEO,AU,2024-02-27,1,42.47,1,0
P0037772,Affiliate_SEO,AU,2024-02-28,2,105.71,0,1
P0024684,Affiliate_SEO,CA,2024-02-07,1,60.05,1,0
P0024684,Affiliate_SEO,CA,2024-02-26,2,30.66,0,19
P0076617,Google_Search,DE,2024-04-21,1,62.25,1,0
P0076617,Google_Search,DE,2024-04-25,2,136.12,0,4
P0030659,Google_Search,NG,2024-02-14,1,8.5,1,0
P0030659,Google_Search,NG,2024-03-04,2,13.16,0,19
P0103352,Google_Search,DE,2024-05-24,1,54.95,1,0
P0103352,Google_Search,DE,2024-05-25,2,72.85,0,1
P0103352,Google_Search,DE,2024-05-26,3,86.81,0,2
P0103352,Google_Search,DE,2024-05-27,4,57.81,0,3
P0003050,Google_Search,IN,2024-01-10,1,13.02,1,0
P0116377,Facebook,IN,2024-06-10,1,20.84,1,0
P0116377,Facebook,IN,2024-06-11,2,10.36,0,1
P0098374,Facebook,BR,2024-05-19,1,43.13,1,0
P0021550,Google_Search,DE,2024-02-01,1,37.63,1,0
P0021550,Google_Search,DE,2024-02-07,2,112.12,0,6
P0061669,Native_Ads,BR,2024-03-27,1,32.54,1,0
P0061669,Native_Ads,BR,2024-04-05,2,21.69,0,9
P0035210,Affiliate_SEO,DE,2024-02-19,1,47.97,1,0
P0021694,Google_Search,AU,2024-02-04,1,93.21,1,0
P0021694,Google_Search,AU,2024-02-15,2,104.16,0,11
P0053389,Google_Search,PL,2024-03-16,1,52.73,1,0
P0053389,Google_Search,PL,2024-03-19,2,67.17,0,3
P0053389,Google_Search,PL,2024-03-21,3,28.97,0,5
P0053389,Google_Search,PL,2024-04-08,4,34.27,0,23
P0053389,Google_Search,PL,2024-04-17,5,61.98,0,32
P0053389,Google_Search,PL,2024-04-26,6,68.02,0,41
P0053389,Google_Search,PL,2024-04-28,7,38.16,0,43
P0066619,Affiliate_SEO,AU,2024-04-02,1,103.76,1,0
P0066619,Affiliate_SEO,AU,2024-04-05,2,62.14,0,3
P0066619,Affiliate_SEO,AU,2024-04-25,3,53.27,0,23
P0066619,Affiliate_SEO,AU,2024-05-16,4,165.98,0,44
P0043980,Affiliate_SEO,CA,2024-03-05,1,69.55,1,0
P0120724,Push_Network,BR,2024-06-13,1,36.02,1,0
P0023030,Google_Search,AU,2024-02-08,1,109.96,1,0
P0025207,Native_Ads,PL,2024-02-09,1,73.89,1,0
P0122497,Google_Search,PL,2024-06-18,1,50.28,1,0
P0068077,Facebook,DE,2024-04-09,1,230.92,1,0
P0068077,Facebook,DE,2024-04-19,2,123.55,0,10
P0048244,TikTok,AU,2024-03-08,1,86.31,1,0
P0059803,Google_Search,AU,2024-03-25,1,126.35,1,0
P0056081,Google_Search,DE,2024-03-25,1,45.57,1,0
P0067725,Google_Search,NG,2024-04-09,1,9.36,1,0
P0067725,Google_Search,NG,2024-04-13,2,9.4,0,4
P0021568,Google_Search,DE,2024-02-01,1,104.5,1,0
P0063813,Facebook,CA,2024-03-29,1,173.34,1,0
P0129090,Native_Ads,NG,2024-06-29,1,31.61,1,0
P0117788,Google_Search,CA,2024-06-11,1,36.67,1,0
P0083406,Google_Search,AU,2024-04-25,1,78.96,1,0
P0012766,Google_Search,IN,2024-01-24,1,7.88,1,0
P0012766,Google_Search,IN,2024-01-25,2,19.38,0,1
P0029804,Affiliate_SEO,IN,2024-02-13,1,19.24,1,0
P0029804,Affiliate_SEO,IN,2024-02-21,2,22.7,0,8
P0029804,Affiliate_SEO,IN,2024-03-12,3,10.89,0,28
P0082985,Affiliate_SEO,CA,2024-04-25,1,84.28,1,0
P0082985,Affiliate_SEO,CA,2024-05-04,2,52.11,0,9
P0082985,Affiliate_SEO,CA,2024-05-14,3,65.41,0,19
P0082985,Affiliate_SEO,CA,2024-05-19,4,105.91,0,24
P0082985,Affiliate_SEO,CA,2024-05-20,5,67.0,0,25
P0082985,Affiliate_SEO,CA,2024-05-24,6,71.4,0,29
P0082985,Affiliate_SEO,CA,2024-05-25,7,63.23,0,30
P0132412,Google_Search,NG,2024-07-02,1,5.07,1,0
P0057647,Google_Search,BR,2024-03-25,1,34.27,1,0
P0074655,Push_Network,BR,2024-04-19,1,27.39,1,0
P0036235,Facebook,AU,2024-02-23,1,110.08,1,0
P0036235,Facebook,AU,2024-02-29,2,66.85,0,6
P0010882,Facebook,DE,2024-01-22,1,108.49,1,0
P0031410,Affiliate_SEO,DE,2024-02-19,1,145.18,1,0
P0031410,Affiliate_SEO,DE,2024-02-20,2,91.66,0,1
P0031410,Affiliate_SEO,DE,2024-03-14,3,84.62,0,24
P0031410,Affiliate_SEO,DE,2024-03-15,4,76.93,0,25
P0130665,Affiliate_SEO,BR,2024-06-27,1,19.26,1,0
P0095225,Push_Network,NG,2024-05-12,1,9.9,1,0
P0110598,Google_Search,NG,2024-06-02,1,9.19,1,0
P0110598,Google_Search,NG,2024-06-10,2,28.46,0,8
P0045652,Affiliate_SEO,AU,2024-03-05,1,97.48,1,0
P0045652,Affiliate_SEO,AU,2024-03-21,2,49.7,0,16
P0047124,Google_Search,DE,2024-03-13,1,29.43,1,0
P0047477,Affiliate_SEO,PL,2024-03-10,1,44.06,1,0
P0093870,Affiliate_SEO,CA,2024-05-09,1,94.34,1,0
P0093870,Affiliate_SEO,CA,2024-05-24,2,192.88,0,15
P0093870,Affiliate_SEO,CA,2024-05-26,3,50.05,0,17
P0093870,Affiliate_SEO,CA,2024-05-27,4,27.69,0,18
P0093870,Affiliate_SEO,CA,2024-06-02,5,56.83,0,24
P0005708,Affiliate_SEO,DE,2024-01-12,1,52.12,1,0
P0080083,Facebook,CA,2024-04-25,1,89.22,1,0
P0080083,Facebook,CA,2024-05-24,2,83.97,0,29
P0080083,Facebook,CA,2024-05-26,3,167.49,0,31
P0080083,Facebook,CA,2024-06-06,4,48.06,0,42
P0097123,Google_Search,CA,2024-05-15,1,61.11,1,0
P0097123,Google_Search,CA,2024-05-27,2,89.84,0,12
P0097123,Google_Search,CA,2024-06-16,3,100.54,0,32
P0097123,Google_Search,CA,2024-06-19,4,139.93,0,35
P0104131,Google_Search,PL,2024-05-26,1,30.91,1,0
P0104131,Google_Search,PL,2024-06-09,2,64.27,0,14
P0060073,TikTok,PL,2024-03-26,1,20.92,1,0
P0066811,Facebook,AU,2024-04-05,1,132.02,1,0
P0016512,Affiliate_SEO,PL,2024-01-25,1,28.61,1,0
P0124682,Push_Network,IN,2024-06-18,1,19.86,1,0
P0124682,Push_Network,IN,2024-06-30,2,10.93,0,12
P0067355,Affiliate_SEO,AU,2024-04-08,1,99.9,1,0
P0067355,Affiliate_SEO,AU,2024-04-12,2,34.26,0,4
P0067355,Affiliate_SEO,AU,2024-04-13,3,53.6,0,5
P0090027,TikTok,PL,2024-05-04,1,60.16,1,0
P0090027,TikTok,PL,2024-05-15,2,74.78,0,11
P0018881,Native_Ads,BR,2024-02-02,1,41.41,1,0
P0018881,Native_Ads,BR,2024-02-15,2,33.15,0,13
P0018881,Native_Ads,BR,2024-02-16,3,17.81,0,14
P0008441,Affiliate_SEO,DE,2024-01-18,1,61.35,1,0
P0008441,Affiliate_SEO,DE,2024-01-24,2,71.75,0,6
P0008441,Affiliate_SEO,DE,2024-01-25,3,123.28,0,7
P0008441,Affiliate_SEO,DE,2024-01-28,4,153.07,0,10
P0008441,Affiliate_SEO,DE,2024-01-29,5,85.31,0,11
P0110195,Affiliate_SEO,DE,2024-06-02,1,46.91,1,0
P0110195,Affiliate_SEO,DE,2024-06-07,2,192.22,0,5
P0110195,Affiliate_SEO,DE,2024-06-20,3,193.37,0,18
P0124355,Google_Search,DE,2024-06-23,1,211.44,1,0
P0124355,Google_Search,DE,2024-06-26,2,168.54,0,3
P0124355,Google_Search,DE,2024-06-27,3,149.51,0,4
P0132533,Native_Ads,DE,2024-07-05,1,158.3,1,0
P0094696,Facebook,PL,2024-05-12,1,40.74,1,0
P0093836,Affiliate_SEO,CA,2024-05-08,1,73.37,1,0
P0092772,Google_Search,PL,2024-05-08,1,67.21,1,0
P0132678,Affiliate_SEO,PL,2024-06-29,1,25.97,1,0
P0041805,Affiliate_SEO,PL,2024-03-03,1,26.19,1,0
P0021758,Native_Ads,PL,2024-02-01,1,27.78,1,0
P0021758,Native_Ads,PL,2024-02-03,2,56.11,0,2
P0129571,Google_Search,BR,2024-06-29,1,19.96,1,0
P0003419,Affiliate_SEO,AU,2024-01-09,1,90.12,1,0
P0003419,Affiliate_SEO,AU,2024-01-12,2,109.19,0,3
P0003419,Affiliate_SEO,AU,2024-02-01,3,81.46,0,23
P0009026,Google_Search,CA,2024-01-15,1,108.52,1,0
P0045585,Affiliate_SEO,CA,2024-03-05,1,91.06,1,0
P0045585,Affiliate_SEO,CA,2024-03-09,2,63.44,0,4
P0045585,Affiliate_SEO,CA,2024-04-05,3,34.04,0,31
P0045585,Affiliate_SEO,CA,2024-04-09,4,119.33,0,35
P0110522,Google_Search,BR,2024-06-02,1,33.48,1,0
P0097815,Google_Search,BR,2024-05-14,1,21.09,1,0
P0115283,Google_Search,IN,2024-06-09,1,32.82,1,0
P0023393,Affiliate_SEO,AU,2024-02-06,1,34.61,1,0
P0100858,Facebook,AU,2024-05-18,1,104.9,1,0
P0093212,Facebook,BR,2024-05-09,1,8.92,1,0
P0011889,Google_Search,DE,2024-01-19,1,138.68,1,0
P0011889,Google_Search,DE,2024-01-20,2,39.99,0,1
P0030212,Native_Ads,BR,2024-02-17,1,88.44,1,0
P0067091,Google_Search,CA,2024-04-07,1,128.62,1,0
P0067091,Google_Search,CA,2024-04-11,2,46.21,0,4
P0067091,Google_Search,CA,2024-04-12,3,90.33,0,5
P0067091,Google_Search,CA,2024-04-13,4,56.72,0,6
P0005670,TikTok,AU,2024-01-10,1,98.69,1,0
P0108291,Google_Search,IN,2024-05-28,1,6.05,1,0
P0089325,Affiliate_SEO,CA,2024-05-07,1,84.41,1,0
P0119940,Google_Search,DE,2024-06-12,1,107.13,1,0
P0028418,Google_Search,CA,2024-02-15,1,46.95,1,0
P0130864,Facebook,AU,2024-06-26,1,84.0,1,0
P0097192,Google_Search,CA,2024-05-18,1,153.93,1,0
P0107824,Affiliate_SEO,AU,2024-05-26,1,69.1,1,0
P0107824,Affiliate_SEO,AU,2024-05-27,2,49.13,0,1
P0105898,Google_Search,NG,2024-05-27,1,8.89,1,0
P0105898,Google_Search,NG,2024-06-02,2,15.84,0,6
P0105898,Google_Search,NG,2024-06-11,3,8.17,0,15
P0105378,Affiliate_SEO,AU,2024-05-27,1,70.38,1,0
P0068849,Google_Search,BR,2024-04-10,1,37.29,1,0
P0092064,Google_Search,BR,2024-05-11,1,16.87,1,0
P0048405,Affiliate_SEO,AU,2024-03-09,1,70.0,1,0
P0048405,Affiliate_SEO,AU,2024-03-15,2,52.95,0,6
P0038123,Google_Search,NG,2024-02-27,1,14.99,1,0
P0038123,Google_Search,NG,2024-02-28,2,5.0,0,1
P0077743,Google_Search,DE,2024-04-18,1,74.81,1,0
P0080180,Google_Search,DE,2024-04-24,1,78.08,1,0
P0080180,Google_Search,DE,2024-05-09,2,305.76,0,15
P0123463,Google_Search,NG,2024-06-20,1,5.04,1,0
P0059211,Native_Ads,PL,2024-03-26,1,45.79,1,0
P0058305,Google_Search,DE,2024-03-27,1,95.69,1,0
P0058305,Google_Search,DE,2024-03-28,2,126.61,0,1
P0112281,Affiliate_SEO,BR,2024-06-04,1,19.76,1,0
P0109495,Affiliate_SEO,BR,2024-05-30,1,22.46,1,0
P0075224,Google_Search,PL,2024-04-18,1,42.75,1,0
P0059094,Google_Search,CA,2024-03-27,1,79.2,1,0
P0064583,Google_Search,NG,2024-03-31,1,8.34,1,0
P0116458,Google_Search,BR,2024-06-11,1,41.01,1,0
P0006291,Native_Ads,BR,2024-01-13,1,38.47,1,0
P0092628,Facebook,PL,2024-05-09,1,44.58,1,0
P0092628,Facebook,PL,2024-05-15,2,60.78,0,6
P0092628,Facebook,PL,2024-05-19,3,50.73,0,10
P0004119,Affiliate_SEO,AU,2024-01-09,1,73.97,1,0
P0092443,Affiliate_SEO,PL,2024-05-08,1,53.49,1,0
P0092443,Affiliate_SEO,PL,2024-05-14,2,31.0,0,6
P0086657,Facebook,IN,2024-05-01,1,22.31,1,0
P0061535,Google_Search,CA,2024-03-29,1,112.72,1,0
P0077397,Affiliate_SEO,AU,2024-04-21,1,73.72,1,0
P0070300,Google_Search,AU,2024-04-11,1,105.47,1,0
