player_id,source,campaign,geo,tier,reg_date,ftd_date,ftd_amount,device,is_fraud
P0117624,Facebook,FB_Slots_Video,IN,T3,2024-06-10,2024-06-10,7.71,mobile,1
P0020798,Google_Search,GG_Sports_Betting,BR,T2,2024-01-31,2024-02-02,24.51,desktop,0
P0006805,Google_Search,GG_Sports_Betting,BR,T2,2024-01-12,2024-01-17,41.41,desktop,0
P0004569,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-01-07,2024-01-08,7.17,desktop,0
P0081032,Google_Search,GG_Sports_Betting,AU,T1,2024-04-20,2024-04-25,132.11,tablet,0
P0069862,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-04-06,2024-04-10,74.2,mobile,0
P0006570,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-01-09,2024-01-09,112.02,mobile,0
P0057217,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-03-19,2024-03-22,30.01,tablet,0
P0050265,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-03-10,2024-03-11,209.12,mobile,0
P0020901,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-01-29,2024-02-02,9.44,mobile,0
P0110545,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-05-30,2024-06-02,47.21,desktop,0
P0011893,Google_Search,GG_Sports_Betting,DE,T1,2024-01-19,2024-01-21,82.46,tablet,0
P0083666,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-04-23,2024-04-27,76.15,desktop,0
P0086669,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-04-28,2024-04-30,131.16,tablet,0
P0015339,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-01-21,2024-01-26,61.66,tablet,0
P0060628,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-03-24,2024-03-27,70.29,mobile,0
P0107242,Facebook,FB_Sports_Banner,BR,T2,2024-05-25,2024-05-26,30.05,tablet,0
P0036577,Native_Ads,Native_Bonus_Landing,NG,T3,2024-02-20,2024-02-24,14.49,desktop,0
P0132395,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-06-28,2024-07-01,9.78,mobile,0
P0043709,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-03-01,2024-03-05,55.9,desktop,0
P0057085,Google_Search,GG_Sports_Betting,AU,T1,2024-03-20,2024-03-25,136.31,tablet,0
P0088633,Facebook,FB_Sports_Banner,DE,T1,2024-05-01,2024-05-04,171.78,desktop,0
P0111541,Push_Network,Push_Casino_Retarget,DE,T1,2024-05-31,2024-06-01,90.27,desktop,0
P0090852,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-03,2024-05-07,97.01,desktop,0
P0130863,Facebook,FB_Casino_CreativeA,AU,T1,2024-06-27,2024-07-02,63.64,tablet,0
P0008689,Facebook,FB_Casino_CreativeA,PL,T2,2024-01-14,2024-01-15,28.35,desktop,0
P0050328,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-03-10,2024-03-12,32.19,desktop,0
P0060451,Facebook,FB_Casino_CreativeA,BR,T2,2024-03-24,2024-03-26,31.7,desktop,0
P0133481,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,2024-07-01,2024-07-03,70.77,tablet,0
P0106182,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-24,2024-05-25,104.62,mobile,0
P0118746,TikTok,TT_Sports_Short,CA,T1,2024-06-09,2024-06-14,86.81,tablet,1
P0028428,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-02-10,2024-02-13,214.35,desktop,0
P0112276,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-31,2024-06-04,114.79,tablet,0
P0116467,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-06-06,2024-06-10,31.04,mobile,0
P0034900,Google_Search,GG_Sports_Betting,CA,T1,2024-02-20,2024-02-20,56.18,tablet,0
P0099671,TikTok,TT_Casino_UGC,IN,T3,2024-05-16,2024-05-18,28.87,desktop,0
P0047335,TikTok,TT_Sports_Short,IN,T3,2024-03-08,2024-03-12,12.02,tablet,1
P0105065,Native_Ads,Native_Review_Article,PL,T2,2024-05-24,2024-05-25,46.98,tablet,0
P0126973,Facebook,FB_Slots_Video,BR,T2,2024-06-23,2024-06-23,44.88,desktop,0
P0026792,Facebook,FB_Casino_CreativeA,IN,T3,2024-02-09,2024-02-13,16.54,mobile,0
P0007463,Google_Search,GG_Sports_Betting,BR,T2,2024-01-12,2024-01-12,22.21,mobile,0
P0064234,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-03-30,2024-04-04,83.48,mobile,0
P0005123,Facebook,FB_Slots_Video,AU,T1,2024-01-08,2024-01-11,59.77,mobile,0
P0033076,Facebook,FB_Sports_Banner,DE,T1,2024-02-18,2024-02-20,91.71,tablet,0
P0076785,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-04-16,2024-04-21,9.81,tablet,0
P0101912,Push_Network,Push_iGaming_Broad,CA,T1,2024-05-18,2024-05-19,50.45,tablet,0
P0096736,TikTok,TT_Casino_UGC,IN,T3,2024-05-12,2024-05-17,8.27,tablet,0
P0034917,Google_Search,GG_Sports_Betting,CA,T1,2024-02-20,2024-02-25,41.77,desktop,0
P0070620,Facebook,FB_Slots_Video,IN,T3,2024-04-09,2024-04-11,20.58,mobile,0
P0077501,Facebook,FB_Slots_Video,BR,T2,2024-04-18,2024-04-23,16.03,mobile,0
P0029870,Facebook,FB_Casino_CreativeA,PL,T2,2024-02-13,2024-02-15,28.02,desktop,0
P0045809,Facebook,FB_Casino_CreativeA,CA,T1,2024-03-05,2024-03-09,49.9,desktop,0
P0074732,TikTok,TT_Sports_Short,CA,T1,2024-04-13,2024-04-16,121.27,desktop,0
P0022649,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-01,2024-02-01,72.39,desktop,0
P0101138,Push_Network,Push_Casino_Retarget,BR,T2,2024-05-19,2024-05-21,24.27,desktop,0
P0099580,Push_Network,Push_Casino_Retarget,NG,T3,2024-05-17,2024-05-21,10.87,mobile,0
P0048707,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-03-09,2024-03-11,179.35,mobile,0
P0030713,Google_Search,GG_Sports_Betting,AU,T1,2024-02-12,2024-02-14,52.17,mobile,0
P0131757,Native_Ads,Native_Review_Article,NG,T3,2024-06-29,2024-07-03,6.65,mobile,0
P0090514,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-05-05,2024-05-10,374.94,tablet,0
P0006764,Facebook,FB_Sports_Banner,AU,T1,2024-01-11,2024-01-11,42.05,mobile,0
P0006185,Google_Search,GG_Sports_Betting,AU,T1,2024-01-11,2024-01-15,47.37,desktop,0
P0108962,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-05-28,2024-06-02,11.62,tablet,0
P0017786,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-01-25,2024-01-25,119.03,desktop,0
P0108032,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-05-27,2024-05-31,67.59,desktop,0
P0007034,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-11,2024-01-15,25.46,mobile,0
P0057878,Push_Network,Push_iGaming_Broad,CA,T1,2024-03-22,2024-03-27,26.64,tablet,0
P0034539,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-02-18,2024-02-18,37.56,mobile,0
P0030330,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-02-12,2024-02-14,24.96,desktop,0
P0117816,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-06-09,2024-06-14,56.97,tablet,0
P0041363,Facebook,FB_Casino_CreativeA,DE,T1,2024-02-29,2024-03-02,59.94,tablet,0
P0051241,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-03-11,2024-03-16,86.99,mobile,0
P0089577,Facebook,FB_Casino_CreativeA,AU,T1,2024-05-03,2024-05-03,212.75,tablet,0
P0122582,Google_Search,GG_Sports_Betting,PL,T2,2024-06-17,2024-06-17,49.89,tablet,0
P0019722,TikTok,TT_Sports_Short,IN,T3,2024-01-27,2024-01-27,38.19,mobile,1
P0084018,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-04-26,2024-04-27,38.22,desktop,0
P0015246,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-01-21,2024-01-22,21.16,mobile,0
P0000329,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-01-02,2024-01-02,28.45,desktop,0
P0018184,Native_Ads,Native_Review_Article,AU,T1,2024-01-26,2024-01-28,110.08,mobile,0
P0003201,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-05,2024-01-06,37.61,tablet,0
P0015655,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-01-22,2024-01-26,76.99,tablet,0
P0004052,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-07,2024-01-08,90.52,tablet,0
P0000437,Native_Ads,Native_Review_Article,PL,T2,2024-01-03,2024-01-06,31.53,mobile,0
P0052836,Google_Search,GG_Sports_Betting,CA,T1,2024-03-13,2024-03-17,113.48,mobile,0
P0001220,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-01-04,2024-01-08,36.33,mobile,0
P0131480,Facebook,FB_Sports_Banner,AU,T1,2024-06-28,2024-06-28,90.49,desktop,0
P0022083,Facebook,FB_Slots_Video,NG,T3,2024-01-31,2024-02-01,23.28,tablet,0
P0014150,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-01-22,2024-01-23,28.92,tablet,0
P0077312,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-04-16,2024-04-16,97.95,desktop,0
P0077118,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-04-15,2024-04-15,36.4,tablet,1
P0039973,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-02-25,2024-02-29,25.41,mobile,0
P0043499,Facebook,FB_Casino_CreativeA,PL,T2,2024-03-03,2024-03-06,22.89,desktop,0
P0076746,Google_Search,GG_Sports_Betting,PL,T2,2024-04-15,2024-04-17,34.11,tablet,0
P0103615,TikTok,TT_Sports_Short,AU,T1,2024-05-20,2024-05-23,143.94,mobile,0
P0119566,Native_Ads,Native_Bonus_Landing,IN,T3,2024-06-12,2024-06-15,6.22,tablet,0
P0060248,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-03-25,2024-03-27,111.93,desktop,0
P0126727,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-06-21,2024-06-21,92.14,mobile,0
P0008396,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-14,2024-01-15,34.36,mobile,0
P0077058,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-04-15,2024-04-18,78.14,desktop,0
P0041198,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-28,2024-02-29,98.04,tablet,0
P0053119,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-03-15,2024-03-18,47.79,mobile,0
P0108132,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-05-28,2024-05-30,76.34,desktop,0
P0106506,Facebook,FB_Casino_CreativeA,AU,T1,2024-05-26,2024-05-26,57.89,tablet,0
P0078263,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-04-17,2024-04-21,90.15,tablet,0
P0065867,Facebook,FB_Casino_CreativeA,NG,T3,2024-04-01,2024-04-04,13.11,desktop,0
P0104879,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-05-23,2024-05-28,31.75,tablet,0
P0037772,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-02-23,2024-02-27,42.47,mobile,0
P0024684,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-02-05,2024-02-07,60.05,tablet,0
P0076617,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-04-16,2024-04-21,62.25,tablet,0
P0030659,Google_Search,GG_Sports_Betting,NG,T3,2024-02-13,2024-02-14,8.5,tablet,0
P0103352,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-05-20,2024-05-24,54.95,mobile,0
P0003050,Google_Search,GG_Sports_Betting,IN,T3,2024-01-07,2024-01-10,13.02,tablet,0
P0116377,Facebook,FB_Casino_CreativeA,IN,T3,2024-06-06,2024-06-10,20.84,tablet,0
P0098374,Facebook,FB_Casino_CreativeA,BR,T2,2024-05-15,2024-05-19,43.13,desktop,0
P0021550,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-01-31,2024-02-01,37.63,mobile,0
P0061669,Native_Ads,Native_Review_Article,BR,T2,2024-03-27,2024-03-27,32.54,desktop,0
P0035210,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-18,2024-02-19,47.97,desktop,0
P0021694,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-01-31,2024-02-04,93.21,tablet,0
P0053389,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-03-15,2024-03-16,52.73,tablet,0
P0066619,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-04-01,2024-04-02,103.76,tablet,0
P0043980,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-03-02,2024-03-05,69.55,tablet,0
P0120724,Push_Network,Push_Casino_Retarget,BR,T2,2024-06-13,2024-06-13,36.02,mobile,0
P0023030,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-02-03,2024-02-08,109.96,tablet,0
P0025207,Native_Ads,Native_Review_Article,PL,T2,2024-02-04,2024-02-09,73.89,desktop,0
P0122497,Google_Search,GG_Sports_Betting,PL,T2,2024-06-15,2024-06-18,50.28,tablet,1
P0068077,Facebook,FB_Sports_Banner,DE,T1,2024-04-05,2024-04-09,230.92,tablet,0
P0048244,TikTok,TT_Sports_Short,AU,T1,2024-03-08,2024-03-08,86.31,tablet,0
P0059803,Google_Search,GG_Sports_Betting,AU,T1,2024-03-25,2024-03-25,126.35,desktop,0
P0056081,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-03-20,2024-03-25,45.57,desktop,0
P0067725,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-04-04,2024-04-09,9.36,tablet,0
P0021568,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-01-30,2024-02-01,104.5,mobile,0
P0063813,Facebook,FB_Slots_Video,CA,T1,2024-03-29,2024-03-29,173.34,mobile,0
P0129090,Native_Ads,Native_Review_Article,NG,T3,2024-06-25,2024-06-29,31.61,tablet,0
P0117788,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-06-08,2024-06-11,36.67,mobile,0
P0083406,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-04-23,2024-04-25,78.96,mobile,0
P0012766,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-19,2024-01-24,7.88,mobile,0
P0029804,Affiliate_SEO,SEO_BonusGuide_BR,IN,T3,2024-02-12,2024-02-13,19.24,mobile,0
P0082985,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-04-24,2024-04-25,84.28,tablet,0
P0132412,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-06-30,2024-07-02,5.07,tablet,0
P0057647,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-03-20,2024-03-25,34.27,tablet,0
P0074655,Push_Network,Push_iGaming_Broad,BR,T2,2024-04-14,2024-04-19,27.39,desktop,0
P0036235,Facebook,FB_Slots_Video,AU,T1,2024-02-22,2024-02-23,110.08,mobile,0
P0010882,Facebook,FB_Slots_Video,DE,T1,2024-01-17,2024-01-22,108.49,mobile,0
P0031410,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-02-14,2024-02-19,145.18,desktop,0
P0130665,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-06-26,2024-06-27,19.26,desktop,0
P0095225,Push_Network,Push_Casino_Retarget,NG,T3,2024-05-10,2024-05-12,9.9,desktop,1
P0110598,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-05-29,2024-06-02,9.19,tablet,0
P0045652,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-03-03,2024-03-05,97.48,desktop,0
P0047124,Google_Search,GG_Sports_Betting,DE,T1,2024-03-08,2024-03-13,29.43,mobile,0
P0047477,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-03-06,2024-03-10,44.06,mobile,0
P0093870,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-05-07,2024-05-09,94.34,tablet,0
P0005708,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-09,2024-01-12,52.12,tablet,0
P0080083,Facebook,FB_Slots_Video,CA,T1,2024-04-20,2024-04-25,89.22,mobile,0
P0097123,Google_Search,GG_Sports_Betting,CA,T1,2024-05-14,2024-05-15,61.11,mobile,0
P0104131,Google_Search,GG_Sports_Betting,PL,T2,2024-05-21,2024-05-26,30.91,mobile,0
P0060073,TikTok,TT_Sports_Short,PL,T2,2024-03-23,2024-03-26,20.92,desktop,0
P0066811,Facebook,FB_Slots_Video,AU,T1,2024-04-01,2024-04-05,132.02,tablet,0
P0016512,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,2024-01-24,2024-01-25,28.61,desktop,0
P0124682,Push_Network,Push_iGaming_Broad,IN,T3,2024-06-18,2024-06-18,19.86,desktop,0
P0067355,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-04-03,2024-04-08,99.9,mobile,0
P0090027,TikTok,TT_Sports_Short,PL,T2,2024-05-04,2024-05-04,60.16,tablet,0
P0018881,Native_Ads,Native_Review_Article,BR,T2,2024-01-28,2024-02-02,41.41,tablet,0
P0008441,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-13,2024-01-18,61.35,mobile,0
P0110195,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-28,2024-06-02,46.91,mobile,0
P0124355,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-06-18,2024-06-23,211.44,desktop,0
P0132533,Native_Ads,Native_Bonus_Landing,DE,T1,2024-06-30,2024-07-05,158.3,mobile,0
P0094696,Facebook,FB_Casino_CreativeA,PL,T2,2024-05-11,2024-05-12,40.74,desktop,0
P0093836,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-05-07,2024-05-08,73.37,desktop,0
P0092772,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-05-06,2024-05-08,67.21,desktop,0
P0132678,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-06-28,2024-06-29,25.97,mobile,0
P0041805,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-02-29,2024-03-03,26.19,mobile,0
P0021758,Native_Ads,Native_Bonus_Landing,PL,T2,2024-01-30,2024-02-01,27.78,desktop,0
P0129571,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-06-25,2024-06-29,19.96,mobile,0
P0003419,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-01-06,2024-01-09,90.12,tablet,0
P0009026,Google_Search,GG_Sports_Betting,CA,T1,2024-01-15,2024-01-15,108.52,mobile,0
P0045585,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-03-04,2024-03-05,91.06,desktop,0
P0110522,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-05-30,2024-06-02,33.48,mobile,0
P0097815,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-05-13,2024-05-14,21.09,mobile,0
P0115283,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-06-04,2024-06-09,32.82,desktop,0
P0023393,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-02-01,2024-02-06,34.61,mobile,0
P0100858,Facebook,FB_Casino_CreativeA,AU,T1,2024-05-17,2024-05-18,104.9,desktop,0
P0093212,Facebook,FB_Casino_CreativeA,BR,T2,2024-05-07,2024-05-09,8.92,tablet,0
P0011889,Google_Search,GG_Sports_Betting,DE,T1,2024-01-18,2024-01-19,138.68,desktop,0
P0030212,Native_Ads,Native_Review_Article,BR,T2,2024-02-12,2024-02-17,88.44,mobile,0
P0067091,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-04-02,2024-04-07,128.62,mobile,0
P0005670,TikTok,TT_Casino_UGC,AU,T1,2024-01-10,2024-01-10,98.69,mobile,0
P0108291,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-05-26,2024-05-28,6.05,desktop,0
P0089325,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-05-03,2024-05-07,84.41,tablet,0
P0119940,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-06-11,2024-06-12,107.13,desktop,0
P0028418,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-02-11,2024-02-15,46.95,desktop,0
P0130864,Facebook,FB_Casino_CreativeA,AU,T1,2024-06-26,2024-06-26,84.0,desktop,0
P0097192,Google_Search,GG_Sports_Betting,CA,T1,2024-05-13,2024-05-18,153.93,tablet,0
P0107824,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-05-25,2024-05-26,69.1,tablet,0
P0105898,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-05-23,2024-05-27,8.89,mobile,0
P0105378,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-23,2024-05-27,70.38,mobile,0
P0068849,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-04-06,2024-04-10,37.29,tablet,0
P0092064,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-05-07,2024-05-11,16.87,tablet,0
P0048405,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-03-07,2024-03-09,70.0,mobile,0
P0038123,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-02-24,2024-02-27,14.99,mobile,0
P0077743,Google_Search,GG_Sports_Betting,DE,T1,2024-04-18,2024-04-18,74.81,mobile,0
P0080180,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-04-19,2024-04-24,78.08,tablet,0
P0123463,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-06-17,2024-06-20,5.04,desktop,0
P0059211,Native_Ads,Native_Bonus_Landing,PL,T2,2024-03-23,2024-03-26,45.79,desktop,0
P0058305,Google_Search,GG_Sports_Betting,DE,T1,2024-03-22,2024-03-27,95.69,tablet,0
P0112281,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-05-31,2024-06-04,19.76,mobile,0
P0109495,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-05-28,2024-05-30,22.46,tablet,0
P0075224,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-04-14,2024-04-18,42.75,desktop,0
P0059094,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-03-22,2024-03-27,79.2,tablet,0
P0064583,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-03-31,2024-03-31,8.34,tablet,0
P0116458,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-06-07,2024-06-11,41.01,mobile,0
P0006291,Native_Ads,Native_Review_Article,BR,T2,2024-01-11,2024-01-13,38.47,tablet,0
P0092628,Facebook,FB_Sports_Banner,PL,T2,2024-05-08,2024-05-09,44.58,mobile,0
P0004119,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-01-08,2024-01-09,73.97,tablet,0
P0092443,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,2024-05-06,2024-05-08,53.49,desktop,0
P0086657,Facebook,FB_Casino_CreativeA,IN,T3,2024-04-28,2024-05-01,22.31,tablet,0
P0061535,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-03-25,2024-03-29,112.72,mobile,0
P0077397,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-04-17,2024-04-21,73.72,tablet,0
P0070300,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-04-08,2024-04-11,105.47,tablet,0
P0126040,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-06-20,2024-06-20,53.97,mobile,0
